Date,Campaign_Name,Product_Category,Ad_Spend
2024-01-11,Toys_20240111,Toys,0.0
2024-01-12,Beauty_20240112,Beauty,16.97
2024-01-12,Books_20240112,Books,2.64
2024-01-12,Electronics_20240112,Electronics,0.0
2024-01-12,Fashion_20240112,Fashion,202.97
2024-01-12,Grocery_20240112,Grocery,36.07
2024-01-12,Home_Kitchen_20240112,Home & Kitchen,30.05
2024-01-12,Sports_20240112,Sports,0.0
2024-01-12,Toys_20240112,Toys,20.46
2024-01-13,Beauty_20240113,Beauty,34.21
2024-01-13,Books_20240113,Books,1.58
2024-01-13,Electronics_20240113,Electronics,54.9
2024-01-13,Fashion_20240113,Fashion,32.44
2024-01-13,Grocery_20240113,Grocery,14.58
2024-01-13,Home_Kitchen_20240113,Home & Kitchen,66.89
2024-01-13,Sports_20240113,Sports,0.0
2024-01-13,Toys_20240113,Toys,0.0
2024-01-14,Beauty_20240114,Beauty,12.99
2024-01-14,Books_20240114,Books,9.67
2024-01-14,Electronics_20240114,Electronics,89.31
2024-01-14,Fashion_20240114,Fashion,4.77
2024-01-14,Grocery_20240114,Grocery,30.93
2024-01-14,Home_Kitchen_20240114,Home & Kitchen,38.26
2024-01-14,Sports_20240114,Sports,67.86
2024-01-14,Toys_20240114,Toys,0.0
2024-01-15,Beauty_20240115,Beauty,15.95
2024-01-15,Books_20240115,Books,11.39
2024-01-15,Electronics_20240115,Electronics,182.77
2024-01-15,Fashion_20240115,Fashion,0.0
2024-01-15,Grocery_20240115,Grocery,20.56
2024-01-15,Home_Kitchen_20240115,Home & Kitchen,0.0
2024-01-15,Sports_20240115,Sports,0.0
2024-01-15,Toys_20240115,Toys,58.96
2024-01-16,Beauty_20240116,Beauty,25.01
2024-01-16,Books_20240116,Books,0.0
2024-01-16,Electronics_20240116,Electronics,41.55
2024-01-16,Fashion_20240116,Fashion,22.87
2024-01-16,Grocery_20240116,Grocery,12.15
2024-01-16,Home_Kitchen_20240116,Home & Kitchen,48.72
2024-01-16,Sports_20240116,Sports,88.99
2024-01-16,Toys_20240116,Toys,8.6
2024-01-17,Beauty_20240117,Beauty,22.05
2024-01-17,Books_20240117,Books,0.0
2024-01-17,Electronics_20240117,Electronics,142.22
2024-01-17,Fashion_20240117,Fashion,62.61
2024-01-17,Grocery_20240117,Grocery,62.95
2024-01-17,Home_Kitchen_20240117,Home & Kitchen,0.0
2024-01-17,Sports_20240117,Sports,0.0
2024-01-17,Toys_20240117,Toys,0.0
2024-01-18,Beauty_20240118,Beauty,16.55
2024-01-18,Books_20240118,Books,11.77
2024-01-18,Electronics_20240118,Electronics,73.68
2024-01-18,Fashion_20240118,Fashion,47.54
2024-01-18,Grocery_20240118,Grocery,21.61
2024-01-18,Home_Kitchen_20240118,Home & Kitchen,44.97
2024-01-18,Sports_20240118,Sports,20.82
2024-01-18,Toys_20240118,Toys,43.12
2024-01-19,Beauty_20240119,Beauty,0.0
2024-01-19,Books_20240119,Books,21.35
2024-01-19,Electronics_20240119,Electronics,0.0
2024-01-19,Fashion_20240119,Fashion,0.0
2024-01-19,Grocery_20240119,Grocery,35.57
2024-01-19,Home_Kitchen_20240119,Home & Kitchen,0.0
2024-01-19,Sports_20240119,Sports,38.2
2024-01-19,Toys_20240119,Toys,0.0
2024-01-20,Beauty_20240120,Beauty,13.08
2024-01-20,Books_20240120,Books,27.91
2024-01-20,Electronics_20240120,Electronics,59.1
2024-01-20,Fashion_20240120,Fashion,30.99
2024-01-20,Grocery_20240120,Grocery,5.49
2024-01-20,Home_Kitchen_20240120,Home & Kitchen,61.45
2024-01-20,Sports_20240120,Sports,340.04
2024-01-20,Toys_20240120,Toys,17.78
2024-01-21,Beauty_20240121,Beauty,0.0
2024-01-21,Books_20240121,Books,10.7
2024-01-21,Electronics_20240121,Electronics,0.0
2024-01-21,Fashion_20240121,Fashion,18.61
2024-01-21,Grocery_20240121,Grocery,33.39
2024-01-21,Home_Kitchen_20240121,Home & Kitchen,59.62
2024-01-21,Sports_20240121,Sports,168.62
2024-01-21,Toys_20240121,Toys,2.88
2024-01-22,Beauty_20240122,Beauty,33.56
2024-01-22,Books_20240122,Books,18.23
2024-01-22,Electronics_20240122,Electronics,97.23
2024-01-22,Fashion_20240122,Fashion,36.11
2024-01-22,Grocery_20240122,Grocery,13.86
2024-01-22,Home_Kitchen_20240122,Home & Kitchen,45.97
2024-01-22,Sports_20240122,Sports,37.27
2024-01-22,Toys_20240122,Toys,0.0
2024-01-23,Beauty_20240123,Beauty,0.0
2024-01-23,Books_20240123,Books,15.25
2024-01-23,Electronics_20240123,Electronics,0.0
2024-01-23,Fashion_20240123,Fashion,135.34
2024-01-23,Grocery_20240123,Grocery,16.19
2024-01-23,Home_Kitchen_20240123,Home & Kitchen,0.0
2024-01-23,Sports_20240123,Sports,158.19
2024-01-23,Toys_20240123,Toys,132.26
2024-01-24,Beauty_20240124,Beauty,8.27
2024-01-24,Books_20240124,Books,0.0
2024-01-24,Electronics_20240124,Electronics,330.6
2024-01-24,Fashion_20240124,Fashion,7.39
2024-01-24,Grocery_20240124,Grocery,14.6
2024-01-24,Home_Kitchen_20240124,Home & Kitchen,134.39
2024-01-24,Sports_20240124,Sports,0.0
2024-01-24,Toys_20240124,Toys,14.18
2024-01-25,Beauty_20240125,Beauty,12.27
2024-01-25,Books_20240125,Books,16.19
2024-01-25,Electronics_20240125,Electronics,189.11
2024-01-25,Fashion_20240125,Fashion,7.63
2024-01-25,Grocery_20240125,Grocery,27.09
2024-01-25,Home_Kitchen_20240125,Home & Kitchen,0.0
2024-01-25,Sports_20240125,Sports,38.81
2024-01-25,Toys_20240125,Toys,62.74
2024-01-26,Beauty_20240126,Beauty,5.1
2024-01-26,Books_20240126,Books,61.79
2024-01-26,Electronics_20240126,Electronics,60.68
2024-01-26,Fashion_20240126,Fashion,131.43
2024-01-26,Grocery_20240126,Grocery,14.3
2024-01-26,Home_Kitchen_20240126,Home & Kitchen,33.31
2024-01-26,Sports_20240126,Sports,288.59
2024-01-26,Toys_20240126,Toys,27.84
2024-01-27,Beauty_20240127,Beauty,87.11
2024-01-27,Books_20240127,Books,0.0
2024-01-27,Electronics_20240127,Electronics,283.78
2024-01-27,Fashion_20240127,Fashion,0.0
2024-01-27,Grocery_20240127,Grocery,0.0
2024-01-27,Home_Kitchen_20240127,Home & Kitchen,0.0
2024-01-27,Sports_20240127,Sports,50.86
2024-01-27,Toys_20240127,Toys,103.27
2024-01-28,Beauty_20240128,Beauty,15.16
2024-01-28,Books_20240128,Books,56.99
2024-01-28,Electronics_20240128,Electronics,51.78
2024-01-28,Fashion_20240128,Fashion,0.0
2024-01-28,Grocery_20240128,Grocery,9.58
2024-01-28,Home_Kitchen_20240128,Home & Kitchen,0.0
2024-01-28,Sports_20240128,Sports,126.14
2024-01-28,Toys_20240128,Toys,21.7
2024-01-29,Beauty_20240129,Beauty,0.0
2024-01-29,Books_20240129,Books,46.75
2024-01-29,Electronics_20240129,Electronics,0.0
2024-01-29,Fashion_20240129,Fashion,21.01
2024-01-29,Grocery_20240129,Grocery,0.0
2024-01-29,Home_Kitchen_20240129,Home & Kitchen,81.39
2024-01-29,Sports_20240129,Sports,179.02
2024-01-29,Toys_20240129,Toys,43.36
2024-01-30,Beauty_20240130,Beauty,0.0
2024-01-30,Books_20240130,Books,0.0
2024-01-30,Electronics_20240130,Electronics,77.48
2024-01-30,Fashion_20240130,Fashion,122.69
2024-01-30,Grocery_20240130,Grocery,19.64
2024-01-30,Home_Kitchen_20240130,Home & Kitchen,0.0
2024-01-30,Sports_20240130,Sports,36.7
2024-01-30,Toys_20240130,Toys,26.86
2024-01-31,Beauty_20240131,Beauty,0.0
2024-01-31,Books_20240131,Books,5.98
2024-01-31,Electronics_20240131,Electronics,0.0
2024-01-31,Fashion_20240131,Fashion,0.0
2024-01-31,Grocery_20240131,Grocery,0.0
2024-01-31,Home_Kitchen_20240131,Home & Kitchen,34.53
2024-01-31,Sports_20240131,Sports,114.06
2024-01-31,Toys_20240131,Toys,0.0
2024-02-01,Beauty_20240201,Beauty,33.07
2024-02-01,Books_20240201,Books,22.11
2024-02-01,Electronics_20240201,Electronics,116.29
2024-02-01,Fashion_20240201,Fashion,218.58
2024-02-01,Grocery_20240201,Grocery,8.81
2024-02-01,Home_Kitchen_20240201,Home & Kitchen,284.19
2024-02-01,Sports_20240201,Sports,101.49
2024-02-01,Toys_20240201,Toys,216.09
2024-02-02,Beauty_20240202,Beauty,42.77
2024-02-02,Books_20240202,Books,38.39
2024-02-02,Electronics_20240202,Electronics,0.0
2024-02-02,Fashion_20240202,Fashion,0.0
2024-02-02,Grocery_20240202,Grocery,0.0
2024-02-02,Home_Kitchen_20240202,Home & Kitchen,0.0
2024-02-02,Sports_20240202,Sports,34.97
2024-02-02,Toys_20240202,Toys,64.53
2024-02-03,Beauty_20240203,Beauty,107.92
2024-02-03,Books_20240203,Books,39.19
2024-02-03,Electronics_20240203,Electronics,83.48
2024-02-03,Fashion_20240203,Fashion,50.38
2024-02-03,Grocery_20240203,Grocery,0.0
2024-02-03,Home_Kitchen_20240203,Home & Kitchen,38.1
2024-02-03,Sports_20240203,Sports,40.53
2024-02-03,Toys_20240203,Toys,3.0
2024-02-04,Beauty_20240204,Beauty,5.55
2024-02-04,Books_20240204,Books,68.22
2024-02-04,Electronics_20240204,Electronics,285.72
2024-02-04,Fashion_20240204,Fashion,0.0
2024-02-04,Grocery_20240204,Grocery,34.13
2024-02-04,Home_Kitchen_20240204,Home & Kitchen,153.69
2024-02-04,Sports_20240204,Sports,22.77
2024-02-04,Toys_20240204,Toys,23.96
2024-02-05,Beauty_20240205,Beauty,0.0
2024-02-05,Books_20240205,Books,36.46
2024-02-05,Electronics_20240205,Electronics,16.76
2024-02-05,Fashion_20240205,Fashion,0.0
2024-02-05,Grocery_20240205,Grocery,41.35
2024-02-05,Home_Kitchen_20240205,Home & Kitchen,0.0
2024-02-05,Sports_20240205,Sports,55.45
2024-02-05,Toys_20240205,Toys,0.0
2024-02-06,Beauty_20240206,Beauty,34.69
2024-02-06,Books_20240206,Books,10.2
2024-02-06,Electronics_20240206,Electronics,0.0
2024-02-06,Fashion_20240206,Fashion,47.79
2024-02-06,Grocery_20240206,Grocery,59.86
2024-02-06,Home_Kitchen_20240206,Home & Kitchen,0.0
2024-02-06,Sports_20240206,Sports,0.0
2024-02-06,Toys_20240206,Toys,8.03
2024-02-07,Beauty_20240207,Beauty,0.0
2024-02-07,Books_20240207,Books,65.11
2024-02-07,Electronics_20240207,Electronics,78.79
2024-02-07,Fashion_20240207,Fashion,186.5
2024-02-07,Grocery_20240207,Grocery,0.0
2024-02-07,Home_Kitchen_20240207,Home & Kitchen,67.5
2024-02-07,Sports_20240207,Sports,0.0
2024-02-07,Toys_20240207,Toys,23.06
2024-02-08,Beauty_20240208,Beauty,65.48
2024-02-08,Books_20240208,Books,48.4
2024-02-08,Electronics_20240208,Electronics,42.5
2024-02-08,Fashion_20240208,Fashion,88.31
2024-02-08,Grocery_20240208,Grocery,21.75
2024-02-08,Home_Kitchen_20240208,Home & Kitchen,202.02
2024-02-08,Sports_20240208,Sports,45.26
2024-02-08,Toys_20240208,Toys,32.86
2024-02-09,Beauty_20240209,Beauty,0.0
2024-02-09,Books_20240209,Books,7.88
2024-02-09,Electronics_20240209,Electronics,0.0
2024-02-09,Fashion_20240209,Fashion,0.0
2024-02-09,Grocery_20240209,Grocery,11.02
2024-02-09,Home_Kitchen_20240209,Home & Kitchen,0.0
2024-02-09,Sports_20240209,Sports,0.0
2024-02-09,Toys_20240209,Toys,0.0
2024-02-10,Beauty_20240210,Beauty,0.0
2024-02-10,Books_20240210,Books,12.53
2024-02-10,Electronics_20240210,Electronics,29.67
2024-02-10,Fashion_20240210,Fashion,0.0
2024-02-10,Grocery_20240210,Grocery,0.0
2024-02-10,Home_Kitchen_20240210,Home & Kitchen,0.0
2024-02-10,Sports_20240210,Sports,140.76
2024-02-10,Toys_20240210,Toys,28.32
2024-02-11,Beauty_20240211,Beauty,21.49
2024-02-11,Books_20240211,Books,0.0
2024-02-11,Electronics_20240211,Electronics,205.53
2024-02-11,Fashion_20240211,Fashion,14.27
2024-02-11,Grocery_20240211,Grocery,5.66
2024-02-11,Home_Kitchen_20240211,Home & Kitchen,262.36
2024-02-11,Sports_20240211,Sports,11.91
2024-02-11,Toys_20240211,Toys,300.46
2024-02-12,Beauty_20240212,Beauty,2.3
2024-02-12,Books_20240212,Books,8.57
2024-02-12,Electronics_20240212,Electronics,177.43
2024-02-12,Fashion_20240212,Fashion,63.11
2024-02-12,Grocery_20240212,Grocery,3.12
2024-02-12,Home_Kitchen_20240212,Home & Kitchen,0.0
2024-02-12,Sports_20240212,Sports,8.65
2024-02-12,Toys_20240212,Toys,49.51
2024-02-13,Beauty_20240213,Beauty,16.91
2024-02-13,Books_20240213,Books,0.0
2024-02-13,Electronics_20240213,Electronics,131.17
2024-02-13,Fashion_20240213,Fashion,61.84
2024-02-13,Grocery_20240213,Grocery,38.93
2024-02-13,Home_Kitchen_20240213,Home & Kitchen,292.64
2024-02-13,Sports_20240213,Sports,40.73
2024-02-13,Toys_20240213,Toys,118.71
2024-02-14,Beauty_20240214,Beauty,13.25
2024-02-14,Books_20240214,Books,0.0
2024-02-14,Electronics_20240214,Electronics,304.05
2024-02-14,Fashion_20240214,Fashion,0.0
2024-02-14,Grocery_20240214,Grocery,12.28
2024-02-14,Home_Kitchen_20240214,Home & Kitchen,164.59
2024-02-14,Sports_20240214,Sports,121.09
2024-02-14,Toys_20240214,Toys,80.3
2024-02-15,Beauty_20240215,Beauty,0.0
2024-02-15,Books_20240215,Books,42.68
2024-02-15,Electronics_20240215,Electronics,258.65
2024-02-15,Fashion_20240215,Fashion,34.86
2024-02-15,Grocery_20240215,Grocery,9.14
2024-02-15,Home_Kitchen_20240215,Home & Kitchen,125.04
2024-02-15,Sports_20240215,Sports,81.9
2024-02-15,Toys_20240215,Toys,145.1
2024-02-16,Beauty_20240216,Beauty,13.01
2024-02-16,Books_20240216,Books,23.93
2024-02-16,Electronics_20240216,Electronics,0.0
2024-02-16,Fashion_20240216,Fashion,0.0
2024-02-16,Grocery_20240216,Grocery,0.0
2024-02-16,Home_Kitchen_20240216,Home & Kitchen,0.0
2024-02-16,Sports_20240216,Sports,58.24
2024-02-16,Toys_20240216,Toys,37.95
2024-02-17,Beauty_20240217,Beauty,0.0
2024-02-17,Books_20240217,Books,56.9
2024-02-17,Electronics_20240217,Electronics,0.0
2024-02-17,Fashion_20240217,Fashion,34.98
2024-02-17,Grocery_20240217,Grocery,30.64
2024-02-17,Home_Kitchen_20240217,Home & Kitchen,16.3
2024-02-17,Sports_20240217,Sports,0.0
2024-02-17,Toys_20240217,Toys,21.55
2024-02-18,Beauty_20240218,Beauty,98.01
2024-02-18,Books_20240218,Books,0.0
2024-02-18,Electronics_20240218,Electronics,117.84
2024-02-18,Fashion_20240218,Fashion,20.89
2024-02-18,Grocery_20240218,Grocery,3.58
2024-02-18,Home_Kitchen_20240218,Home & Kitchen,77.26
2024-02-18,Sports_20240218,Sports,31.69
2024-02-18,Toys_20240218,Toys,37.05
2024-02-19,Beauty_20240219,Beauty,80.27
2024-02-19,Books_20240219,Books,42.3
2024-02-19,Electronics_20240219,Electronics,0.0
2024-02-19,Fashion_20240219,Fashion,22.49
2024-02-19,Grocery_20240219,Grocery,43.27
2024-02-19,Home_Kitchen_20240219,Home & Kitchen,211.54
2024-02-19,Sports_20240219,Sports,69.55
2024-02-19,Toys_20240219,Toys,0.0
2024-02-20,Beauty_20240220,Beauty,13.84
2024-02-20,Books_20240220,Books,16.51
2024-02-20,Electronics_20240220,Electronics,156.86
2024-02-20,Fashion_20240220,Fashion,0.0
2024-02-20,Grocery_20240220,Grocery,45.31
2024-02-20,Home_Kitchen_20240220,Home & Kitchen,291.89
2024-02-20,Sports_20240220,Sports,38.73
2024-02-20,Toys_20240220,Toys,8.21
2024-02-21,Beauty_20240221,Beauty,0.0
2024-02-21,Books_20240221,Books,43.29
2024-02-21,Electronics_20240221,Electronics,37.11
2024-02-21,Fashion_20240221,Fashion,137.12
2024-02-21,Grocery_20240221,Grocery,4.24
2024-02-21,Home_Kitchen_20240221,Home & Kitchen,0.0
2024-02-21,Sports_20240221,Sports,0.0
2024-02-21,Toys_20240221,Toys,96.81
2024-02-22,Beauty_20240222,Beauty,3.64
2024-02-22,Books_20240222,Books,0.0
2024-02-22,Electronics_20240222,Electronics,26.23
2024-02-22,Fashion_20240222,Fashion,67.5
2024-02-22,Grocery_20240222,Grocery,27.15
2024-02-22,Home_Kitchen_20240222,Home & Kitchen,0.0
2024-02-22,Sports_20240222,Sports,14.61
2024-02-22,Toys_20240222,Toys,0.0
2024-02-23,Beauty_20240223,Beauty,0.0
2024-02-23,Books_20240223,Books,57.86
2024-02-23,Electronics_20240223,Electronics,0.0
2024-02-23,Fashion_20240223,Fashion,53.86
2024-02-23,Grocery_20240223,Grocery,19.85
2024-02-23,Home_Kitchen_20240223,Home & Kitchen,0.0
2024-02-23,Sports_20240223,Sports,41.78
2024-02-23,Toys_20240223,Toys,0.0
2024-02-24,Beauty_20240224,Beauty,3.16
2024-02-24,Books_20240224,Books,24.05
2024-02-24,Electronics_20240224,Electronics,37.04
2024-02-24,Fashion_20240224,Fashion,0.0
2024-02-24,Grocery_20240224,Grocery,3.48
2024-02-24,Home_Kitchen_20240224,Home & Kitchen,26.37
2024-02-24,Sports_20240224,Sports,0.0
2024-02-24,Toys_20240224,Toys,71.03
2024-02-25,Beauty_20240225,Beauty,16.5
2024-02-25,Books_20240225,Books,0.0
2024-02-25,Electronics_20240225,Electronics,0.0
2024-02-25,Fashion_20240225,Fashion,24.21
2024-02-25,Grocery_20240225,Grocery,22.34
2024-02-25,Home_Kitchen_20240225,Home & Kitchen,22.32
2024-02-25,Sports_20240225,Sports,51.37
2024-02-25,Toys_20240225,Toys,0.0
2024-02-26,Beauty_20240226,Beauty,30.62
2024-02-26,Books_20240226,Books,0.0
2024-02-26,Electronics_20240226,Electronics,390.68
2024-02-26,Fashion_20240226,Fashion,11.21
2024-02-26,Grocery_20240226,Grocery,53.45
2024-02-26,Home_Kitchen_20240226,Home & Kitchen,0.0
2024-02-26,Sports_20240226,Sports,349.89
2024-02-26,Toys_20240226,Toys,64.5
2024-02-27,Beauty_20240227,Beauty,0.0
2024-02-27,Books_20240227,Books,51.3
2024-02-27,Electronics_20240227,Electronics,8.73
2024-02-27,Fashion_20240227,Fashion,0.0
2024-02-27,Grocery_20240227,Grocery,0.0
2024-02-27,Home_Kitchen_20240227,Home & Kitchen,0.0
2024-02-27,Sports_20240227,Sports,144.68
2024-02-27,Toys_20240227,Toys,50.85
2024-02-28,Beauty_20240228,Beauty,0.0
2024-02-28,Books_20240228,Books,101.01
2024-02-28,Electronics_20240228,Electronics,108.23
2024-02-28,Fashion_20240228,Fashion,366.29
2024-02-28,Grocery_20240228,Grocery,28.0
2024-02-28,Home_Kitchen_20240228,Home & Kitchen,0.0
2024-02-28,Sports_20240228,Sports,30.87
2024-02-28,Toys_20240228,Toys,0.0
2024-02-29,Beauty_20240229,Beauty,14.01
2024-02-29,Books_20240229,Books,8.6
2024-02-29,Electronics_20240229,Electronics,307.17
2024-02-29,Fashion_20240229,Fashion,0.0
2024-02-29,Grocery_20240229,Grocery,0.0
2024-02-29,Home_Kitchen_20240229,Home & Kitchen,204.5
2024-02-29,Sports_20240229,Sports,143.26
2024-02-29,Toys_20240229,Toys,109.88
2024-03-01,Beauty_20240301,Beauty,48.75
2024-03-01,Books_20240301,Books,9.82
2024-03-01,Electronics_20240301,Electronics,0.0
2024-03-01,Fashion_20240301,Fashion,144.35
2024-03-01,Grocery_20240301,Grocery,7.65
2024-03-01,Home_Kitchen_20240301,Home & Kitchen,73.07
2024-03-01,Sports_20240301,Sports,29.33
2024-03-01,Toys_20240301,Toys,14.99
2024-03-02,Beauty_20240302,Beauty,0.0
2024-03-02,Books_20240302,Books,10.99
2024-03-02,Electronics_20240302,Electronics,0.0
2024-03-02,Fashion_20240302,Fashion,0.0
2024-03-02,Grocery_20240302,Grocery,63.3
2024-03-02,Home_Kitchen_20240302,Home & Kitchen,139.35
2024-03-02,Sports_20240302,Sports,93.62
2024-03-02,Toys_20240302,Toys,156.74
2024-03-03,Beauty_20240303,Beauty,0.0
2024-03-03,Books_20240303,Books,43.56
2024-03-03,Electronics_20240303,Electronics,93.8
2024-03-03,Fashion_20240303,Fashion,0.0
2024-03-03,Grocery_20240303,Grocery,2.42
2024-03-03,Home_Kitchen_20240303,Home & Kitchen,58.34
2024-03-03,Sports_20240303,Sports,0.0
2024-03-03,Toys_20240303,Toys,0.0
2024-03-04,Beauty_20240304,Beauty,13.59
2024-03-04,Books_20240304,Books,39.53
2024-03-04,Electronics_20240304,Electronics,47.64
2024-03-04,Fashion_20240304,Fashion,61.27
2024-03-04,Grocery_20240304,Grocery,5.52
2024-03-04,Home_Kitchen_20240304,Home & Kitchen,0.0
2024-03-04,Sports_20240304,Sports,38.29
2024-03-04,Toys_20240304,Toys,0.0
2024-03-05,Beauty_20240305,Beauty,47.52
2024-03-05,Books_20240305,Books,1.81
2024-03-05,Electronics_20240305,Electronics,132.35
2024-03-05,Fashion_20240305,Fashion,154.69
2024-03-05,Grocery_20240305,Grocery,15.77
2024-03-05,Home_Kitchen_20240305,Home & Kitchen,0.0
2024-03-05,Sports_20240305,Sports,0.0
2024-03-05,Toys_20240305,Toys,127.89
2024-03-06,Beauty_20240306,Beauty,16.49
2024-03-06,Books_20240306,Books,13.6
2024-03-06,Electronics_20240306,Electronics,166.39
2024-03-06,Fashion_20240306,Fashion,16.84
2024-03-06,Grocery_20240306,Grocery,7.13
2024-03-06,Home_Kitchen_20240306,Home & Kitchen,112.89
2024-03-06,Sports_20240306,Sports,17.34
2024-03-06,Toys_20240306,Toys,29.03
2024-03-07,Beauty_20240307,Beauty,6.24
2024-03-07,Books_20240307,Books,34.97
2024-03-07,Electronics_20240307,Electronics,13.52
2024-03-07,Fashion_20240307,Fashion,3.85
2024-03-07,Grocery_20240307,Grocery,0.0
2024-03-07,Home_Kitchen_20240307,Home & Kitchen,0.0
2024-03-07,Sports_20240307,Sports,0.0
2024-03-07,Toys_20240307,Toys,15.26
2024-03-08,Beauty_20240308,Beauty,111.28
2024-03-08,Books_20240308,Books,0.0
2024-03-08,Electronics_20240308,Electronics,5.65
2024-03-08,Fashion_20240308,Fashion,26.9
2024-03-08,Grocery_20240308,Grocery,57.04
2024-03-08,Home_Kitchen_20240308,Home & Kitchen,327.84
2024-03-08,Sports_20240308,Sports,32.8
2024-03-08,Toys_20240308,Toys,275.38
2024-03-09,Beauty_20240309,Beauty,73.65
2024-03-09,Books_20240309,Books,9.73
2024-03-09,Electronics_20240309,Electronics,89.37
2024-03-09,Fashion_20240309,Fashion,0.0
2024-03-09,Grocery_20240309,Grocery,0.0
2024-03-09,Home_Kitchen_20240309,Home & Kitchen,177.19
2024-03-09,Sports_20240309,Sports,0.0
2024-03-09,Toys_20240309,Toys,0.0
2024-03-10,Beauty_20240310,Beauty,0.0
2024-03-10,Books_20240310,Books,8.97
2024-03-10,Electronics_20240310,Electronics,0.0
2024-03-10,Fashion_20240310,Fashion,6.25
2024-03-10,Grocery_20240310,Grocery,0.0
